Country,Locality,Site_ID,Site_original,Site_Revised,Plot,Plot_Original,Transect,GPS_Waypoint,Latitude,Longitude,Day,Month,Year,Season,MaxCan,MinCan,MeanCan,MaxVis,MeanVis,TreeS,TreeM,TreeL,TreeTotal,Site_Type_Major,Site_Type_Minor,Transect_Type,Notes
Zambia,Chitokoloki,11CHI31_8_542021,11CHI32,11CHI31,2,8,T2_5421,0405 08,-13.7358978,23.259711,5,4,2021,Season 1,12,0,2,500,100,0,1,0,1,Forest Edge,Agriculture,Forest Edge,"50% recently cleared, 50% maize with some tall trees"
Zambia,Chitokoloki,11CHI32_9_542021,11CHI32,11CHI32,3,9,T2_5421,0405 09,-13.7345197,23.260916,5,4,2021,Season 1,8,0,2,500,100,16,1,0,17,Forest Edge,Agriculture,Forest Edge,"25% disturbed woodland, 50% cassava, 25% fallow"
Zambia,Chitokoloki,11CHI32_10_542021,11CHI32,11CHI32,4,10,T2_5421,0405 10,-13.7331669,23.262113,5,4,2021,Season 1,10,0,3,500,100,7,1,0,8,Forest Edge,Agriculture,Forest Edge,"25% disturbed woodland, 25% recently cleared, 25% cassava, 25% fallow"
Zambia,Chitokoloki,11CHI32_11_542021,11CHI32,11CHI32,5,11,T2_5421,0405 11,-13.7317861,23.263312,5,4,2021,Season 1,12,0,6,500,100,14,2,1,17,Forest Edge,Agriculture,Forest Edge,"Fields: 25% former fields, 25% sweet potatoe, 50% maize, some tall trees"
Zambia,Chitokoloki,11CHI32_12_542021,11CHI32,11CHI32,6,12,T2_5421,0405 12,-13.7303597,23.264456,5,4,2021,Season 1,15,0,3,500,100,1,2,0,3,Forest Edge,Agriculture,Forest Edge,"Fields: 25% sunflower, 25% cassava, 50% maize, some tall trees"
Zambia,Chitokoloki,15CHI37_1_742021,15CHI37,15CHI37,1,1,T1_7421,0407 01,-13.6829688,23.299163,7,4,2021,Season 1,20,0,12,500,100,12,3,2,17,Forest,Forest,Forest,Semi-intact primary miombo with 25 meter strip of tall grass (powerline)
Zambia,Chitokoloki,15CHI37_2_742021,15CHI37,15CHI37,2,2,T1_7421,0407 02,-13.68468,23.298575,7,4,2021,Season 1,15,0,8,500,100,12,3,0,15,Forest,Forest,Forest,Semi-intact primary miombo with 25 meter strip of tall grass (powerline)
Zambia,Chitokoloki,15CHI37_3_742021,15CHI37,15CHI37,3,3,T1_7421,0407 03,-13.6863984,23.298019,7,4,2021,Season 1,12,0,8,500,100,4,2,0,6,Forest,Forest,Forest,Semi-intact primary miombo with 25 meter strip of tall grass (powerline)
Zambia,Chitokoloki,15CHI37_4_742021,15CHI37,15CHI37,4,4,T1_7421,0407 04,-13.6881309,23.297516,7,4,2021,Season 1,15,0,8,500,100,12,1,0,13,Forest,Forest,Forest,Semi-intact primary miombo with 25 meter strip of tall grass (powerline)
Zambia,Chitokoloki,15CHI37_5_742021,15CHI37,15CHI37,5,5,T1_7421,0407 05,-13.6898322,23.296935,7,4,2021,Season 1,12,0,8,500,100,3,1,0,4,Forest,Forest,Forest,Semi-intact primary miombo with 25 meter strip of tall grass (powerline)
Zambia,Chitokoloki,15CHI36_6_742021,15CHI37,15CHI36,6,6,T1_7421,0407 06,-13.6915883,23.296414,7,4,2021,Season 1,15,0,10,500,100,9,1,1,11,Forest,Forest,Forest,Semi-intact primary miombo with 25 meter strip of tall grass (powerline)
Zambia,Chitokoloki,15CHI36_7_742021,15CHI36,15CHI36,1,7,T2_7421,0407 07,-13.6932641,23.295707,7,4,2021,Season 1,15,0,6,500,100,10,1,1,12,Forest,Forest,Forest,Semi-intact primary miombo with 25 meter strip of tall grass (powerline)
Zambia,Chitokoloki,15CHI36_8_742021,15CHI36,15CHI36,2,8,T2_7421,0407 08,-13.694742,23.294704,7,4,2021,Season 1,15,0,6,500,100,21,4,0,25,Forest,Forest,Forest,Semi-intact primary miombo with 25 meter strip of tall grass (powerline)
Zambia,Chitokoloki,15CHI36_9_742021,15CHI36,15CHI36,3,9,T2_7421,0407 09,-13.6961816,23.293568,7,4,2021,Season 1,15,0,8,500,100,8,4,0,12,Forest,Forest,Forest,Semi-intact primary miombo with 25 meter strip of tall grass (powerline)
Zambia,Chitokoloki,14CHI36_10_742021,15CHI36,14CHI36,4,10,T2_7421,0407 10,-13.6976441,23.292485,7,4,2021,Season 1,15,0,8,500,100,10,1,1,12,Forest,Forest,Forest,Semi-intact primary miombo with 25 meter strip of tall grass (powerline)
Zambia,Chitokoloki,14CHI36_11_742021,15CHI36,14CHI36,5,11,T2_7421,0407 11,-13.6991015,23.291391,7,4,2021,Season 1,12,0,8,500,100,6,3,1,10,Forest,Forest,Forest,Semi-intact primary miombo with 25 meter strip of tall grass (powerline)
Zambia,Chitokoloki,14CHI35_12_742021,15CHI36,14CHI35,6,12,T2_7421,0407 12,-13.7005447,23.290285,7,4,2021,Season 1,15,0,8,500,100,18,3,0,21,Forest,Forest,Forest,"On one side 25 meter strip of tall grass (powerline) with semi-intact primary miombo beyond. Other side 50% former fields, 50% disturbed miombo"
Zambia,Chitokoloki,5CHI21_1_842021,5CHI21,5CHI21,1,1,T1_8421,0408 01,-13.83343,23.211093,8,4,2021,Season 1,25,0,12,1000,100,0,0,3,3,Agriculture,Agriculture,Agriculture,Tall trees park landscape in between buildings
Zambia,Chitokoloki,5CHI21_2_842021,5CHI21,5CHI21,2,2,T1_8421,0408 02,-13.8318621,23.210158,8,4,2021,Season 1,10,0,6,200,100,4,1,0,5,Agriculture,Agriculture,Agriculture,"One side disturbed bush, other side cleared for lawn"
Zambia,Chitokoloki,5CHI21_3_842021,5CHI21,5CHI21,3,3,T1_8421,0408 03,-13.8299673,23.208891,8,4,2021,Season 1,12,0,6,600,100,3,1,0,4,Agriculture,Agriculture,Agriculture,"Flooded floodplain on side (Zambezi beyond), other side disturbed riverine bush"
Zambia,Chitokoloki,5CHI21_4_842021,5CHI21,5CHI21,4,4,T1_8421,0408 04,-13.8269401,23.210231,8,4,2021,Season 1,8,0,3,600,150,3,0,0,3,Agriculture,Agriculture,Agriculture,"Flooded floodplain on side (Zambezi beyond), other side disturbed riverine bush"
Zambia,Chitokoloki,5CHI21_5_842021,5CHI21,5CHI21,5,5,T1_8421,0408 05,-13.8253174,23.211043,8,4,2021,Season 1,0,0,0,1000,200,0,0,0,0,Agriculture,Agriculture,Agriculture,"Flooded floodplain on side (Zambezi beyond), other side disturbed riverine bush"
Zambia,Chitokoloki,5CHI22_6_842021,5CHI21,5CHI22,6,6,T1_8421,0408 06,-13.8237818,23.211974,8,4,2021,Season 1,8,0,4,1000,200,5,0,0,5,Agriculture,Agriculture,Agriculture,"Flooded floodplain on side (Zambezi beyond), other side disturbed riverine bush"
Zambia,Chitokoloki,6CHI22_7_842021,6CHI22,6CHI22,1,7,T1_8421,0408 07,-13.8224736,23.213252,8,4,2021,Season 1,4,0,0,800,200,1,0,0,1,Agriculture,Agriculture,Agriculture,"Cleared riverine with invasive plants (orange flowers - ""Mexican daisy"")"
Zambia,Chitokoloki,6CHI24_1_942021,6CHI25,6CHI24,1,1,T1_9421,0409 01,-13.7987966,23.216578,9,4,2021,Season 1,15,0,8,500,200,10,0,1,11,Riverine,Riverine,Riverine,One side old secondary riverine growth and old mango trees. Other side Zambezi River with marginal evergreen strip of Waterberry (Syzigium guineense)
Zambia,Chitokoloki,6CHI25_2_942021,6CHI25,6CHI25,2,2,T1_9421,0409 02,-13.7970021,23.216654,9,4,2021,Season 1,8,0,5,500,200,20,0,0,20,Riverine,Riverine,Riverine,One side old secondary riverine growth. Other side Zambezi River with marginal evergreen strip of Waterberry (Syzigium guineense)
Zambia,Chitokoloki,6CHI25_3_942021,6CHI25,6CHI25,3,3,T1_9421,0409 03,-13.7952044,23.216777,9,4,2021,Season 1,12,0,8,500,200,8,0,2,10,Riverine,Riverine,Riverine,One side disturbed dry riverine bush including mango trees. Other side Zambezi River with marginal evergreen strip of Waterberry (Syzigium guineense)
Zambia,Chitokoloki,6CHI25_4_942021,6CHI25,6CHI25,4,4,T1_9421,0409 04,-13.7934199,23.216812,9,4,2021,Season 1,12,0,4,500,100,20,0,1,21,Riverine,Riverine,Riverine,One side disturbed dry riverine bush including mango trees. Other side Zambezi River with marginal evergreen strip of Waterberry (Syzigium guineense)
Zambia,Chitokoloki,6CHI25_5_942021,6CHI25,6CHI25,5,5,T1_9421,0409 05,-13.7916288,23.216804,9,4,2021,Season 1,15,0,8,500,100,6,1,1,8,Riverine,Riverine,Riverine,One side disturbed dry riverine bush. Other side Zambezi River with marginal evergreen strip of Waterberry (Syzigium guineense)
Zambia,Chitokoloki,6CHI25_6_942021,6CHI25,6CHI25,6,6,T1_9421,0409 06,-13.7898271,23.217018,9,4,2021,Season 1,6,0,3,500,200,30,0,0,30,Riverine,Riverine,Riverine,One side disturbed dry riverine bush. Other side Zambezi River with marginal evergreen strip of Waterberry (Syzigium guineense)
Zambia,Chitokoloki,6CHI26_7_942021,6CHI26,6CHI26,1,7,T2_9421,0409 07,-13.7880306,23.217192,9,4,2021,Season 1,12,0,10,500,100,15,2,0,17,Riverine,Riverine,Riverine,One side semi-intact dry riverine woodland. Other side Zambezi River with marginal evergreen strip of Waterberry (Syzigium guineense)
Zambia,Chitokoloki,6CHI26_8_942021,6CHI26,6CHI26,2,8,T2_9421,0409 08,-13.7861947,23.217244,9,4,2021,Season 1,12,0,10,500,100,4,8,1,13,Riverine,Riverine,Riverine,One side semi-intact dry riverine woodland. Other side Zambezi River with marginal evergreen strip of Waterberry (Syzigium guineense)
Zambia,Chitokoloki,6CHI26_9_942021,6CHI26,6CHI26,3,9,T2_9421,0409 09,-13.7843946,23.217029,9,4,2021,Season 1,12,0,10,500,100,12,3,1,16,Riverine,Riverine,Riverine,One side semi-intact dry riverine woodland. Other side Zambezi River with marginal evergreen strip of Waterberry (Syzigium guineense)
Zambia,Chitokoloki,6CHI26_10_942021,6CHI26,6CHI26,4,10,T2_9421,0409 10,-13.7826581,23.217469,9,4,2021,Season 1,12,0,6,500,100,3,1,0,4,Riverine,Riverine,Riverine,One side grass patch within semi-intact dry riverine woodland. Other side Zambezi River with marginal evergreen strip of Waterberry (Syzigium guineense)
Zambia,Chitokoloki,6CHI26_11_942021,6CHI26,6CHI26,5,11,T2_9421,0409 11,-13.7810124,23.21814,9,4,2021,Season 1,15,0,12,500,150,3,4,1,8,Riverine,Riverine,Riverine,One side semi-intact dry riverine woodland with clearing (former field) beyond. Other side Zambezi River with marginal evergreen strip of Waterberry (Syzigium guineense)
Zambia,Chitokoloki,6CHI27_12_942021,6CHI26,6CHI27,6,12,T2_9421,0409 12,-13.7797531,23.219372,9,4,2021,Season 1,18,0,6,300,75,16,2,1,19,Riverine,Riverine,Riverine,One side few big trees and low secondary growth. Other side Zambezi River with marginal evergreen strip of Waterberry (Syzigium guineense)
Zambia,Zambezi,48ZAM12_1_1042021,Crypto0410_1,48ZAM12,1,1,T1_10421,0410 01,-13.471293,23.516949,10,4,2021,Season 1,20,20,20,30,20,50,5,0,55,Forest Edge,Forest,Forest,Intact Cryptosepalum forest. Recent clearing / field nearby
Zambia,Zambezi,49ZAM12_2_1042021,Crypto0410_1,49ZAM12,2,2,T1_10421,0410 02,-13.470871,23.518815,10,4,2021,Season 1,20,5,15,30,15,30,3,0,33,Forest,Forest,Forest,Intact Cryptosepalum forest. Recent clearing / field nearby
Zambia,Zambezi,49ZAM12_3_1042021,Crypto0410_1,49ZAM12,3,3,T1_10421,0410 03,-13.470402,23.520609,10,4,2021,Season 1,20,20,20,500,20,18,8,0,26,Forest,Forest,Forest,Intact Cryptosepalum forest. Recent clearing 50 m away
Zambia,Zambezi,49ZAM12_4_1042021,Crypto0410_1,49ZAM12,4,4,T1_10421,0410 04,-13.47004,23.522426,10,4,2021,Season 1,20,16,20,25,10,16,5,1,22,Forest,Forest,Forest,"Intact Cryptosepalum forest. Emergent canopy 15-25 meter, evergreen thicket layer 3-5 m"
Zambia,Zambezi,49ZAM12_5_1042021,Crypto0410_1,49ZAM12,5,5,T1_10421,0410 05,-13.469604,23.524216,10,4,2021,Season 1,20,10,16,50,20,20,9,1,30,Forest,Forest,Forest,"Intact Cryptosepalum forest. Emergent canopy 15-25 meter, evergreen thicket layer 3-5 m"
Zambia,Zambezi,49ZAM12_6_1042021,Crypto0410_1,49ZAM12,6,6,T1_10421,0410 06,-13.4692,23.526019,10,4,2021,Season 1,25,4,15,30,15,30,3,0,33,Forest,Forest,Forest,"Intact Cryptosepalum forest. Emergent canopy 15-25 meter, evergreen thicket layer 3-5 m"
Zambia,Zambezi,50ZAM12_7_1042021,Crypto0410_2,50ZAM12,1,7,T2_10421,0410 07,-13.468681,23.527796,10,4,2021,Season 1,20,12,18,30,15,15,3,0,18,Forest Edge,Forest,Forest Edge,"Intact Cryptosepalum forest. Emergent canopy 15-25 meter, evergreen thicket layer 3-5 m"
Zambia,Zambezi,50ZAM12_8_1042021,Crypto0410_2,50ZAM12,2,8,T2_10421,0410 08,-13.468268,23.529606,10,4,2021,Season 1,20,5,15,20,15,40,2,0,42,Forest Edge,Forest,Forest Edge,"Intact Cryptosepalum forest. Emergent canopy 15-25 meter, evergreen thicket layer 3-5 m"
Zambia,Zambezi,50ZAM12_9_1042021,Crypto0410_2,50ZAM12,3,9,T2_10421,0410 09,-13.467791,23.531391,10,4,2021,Season 1,20,8,15,30,20,40,4,0,44,Forest Edge,Forest,Forest Edge,"Intact Cryptosepalum forest. Emergent canopy 15-25 meter, evergreen thicket layer 3-5 m"
Zambia,Zambezi,50ZAM12_10_1042021,Crypto0410_2,50ZAM12,4,10,T2_10421,0410 10,-13.467378,23.533202,10,4,2021,Season 1,20,5,12,20,10,40,3,0,43,Forest Edge,Forest,Forest Edge,"Intact Cryptosepalum forest. Emergent canopy 15-25 meter, evergreen thicket layer 3-5 m"
Zambia,Zambezi,50ZAM12_11_1042021,Crypto0410_2,50ZAM12,5,11,T2_10421,0410 11,-13.466965,23.535006,10,4,2021,Season 1,20,12,16,15,5,20,2,1,23,Forest Edge,Agriculture,Forest Edge,Intact Cryptosepalum forest. Recent clearing / field nearby
Zambia,Zambezi,51ZAM12_12_1042021,Crypto0410_2,51ZAM12,6,12,T2_10421,0410 12,-13.46648,23.536797,10,4,2021,Season 1,20,0,15,500,100,4,5,0,9,Forest Edge,Agriculture,Forest Edge,Intact Cryptosepalum forest on one side. Burnt-out crypto (pre-cultivation) and field nearby
Zambia,Zambezi,44ZAM10_1_1242021,Crypto0412_1,44ZAM10,1,1,T1_12421,0412 01,-13.489082,23.47682,12,4,2021,Season 1,12,6,10,100,50,45,2,0,47,Forest Edge,Forest,Forest Edge,Crypto-miombo transition woodland
Zambia,Zambezi,44ZAM10_2_1242021,Crypto0412_1,44ZAM10,2,2,T1_12421,0412 02,-13.490011,23.478432,12,4,2021,Season 1,15,8,12,50,30,50,7,0,57,Forest Edge,Forest,Forest Edge,"Open Cryptosepalum forest, mixture of tall tree species"
Zambia,Zambezi,44ZAM10_3_1242021,Crypto0412_1,44ZAM10,3,3,T1_12421,0412 03,-13.490435,23.480241,12,4,2021,Season 1,15,4,12,75,40,46,4,0,50,Forest Edge,Forest,Forest Edge,Open Cryptosepalum forest
Zambia,Zambezi,45ZAM10_4_1242021,Crypto0412_1,45ZAM10,4,4,T1_12421,0412 04,-13.490751,23.48207,12,4,2021,Season 1,15,12,12,75,40,36,6,0,42,Forest Edge,Forest,Forest Edge,Low open Cryptosepalum forest
Zambia,Zambezi,45ZAM10_5_1242021,Crypto0412_1,45ZAM10,5,5,T1_12421,0412 05,-13.491616,23.483697,12,4,2021,Season 1,12,8,10,500,75,30,4,0,34,Forest Edge,Forest,Forest Edge,"50% open Crypto, 50% fire-damaged crypto with fields beyond"
Zambia,Zambezi,45ZAM10_6_1242021,Crypto0412_1,45ZAM10,6,6,T1_12421,0412 06,-13.492027,23.485524,12,4,2021,Season 1,12,0,10,500,50,35,4,0,39,Forest Edge,Forest,Forest Edge,Low open Crypto 75%. Low secondary/former fields 25%
Zambia,Zambezi,45ZAM10_7_1242021,Crypto0412_2,45ZAM10,1,7,T1_12421,0412 07,-13.492301,23.487335,12,4,2021,Season 1,15,6,8,100,40,20,1,0,21,Forest Edge,Forest,Forest Edge,Low open Crypto near transition into plain.
Zambia,Zambezi,49ZAM5_1_1342021,Crypto0413_1,49ZAM5,1,1,T1_13421,0413 01,-13.532414,23.518064,13,4,2021,Season 1,20,0,10,100,50,10,1,1,12,Forest Edge,Forest,Forest,"Open patch (sandy) surrounded by 50% crypot, 50% open miombo."
Zambia,Zambezi,48ZAM5_2_1342021,Crypto0413_1,48ZAM5,2,2,T1_13421,0413 02,-13.533316,23.516468,13,4,2021,Season 1,25,2,10,100,30,10,2,0,12,Forest,Forest,Forest,Disturbed patch within prime Crypotsepalum forest with 6 m dense evergreen understorey. Rosewood logging.
Zambia,Zambezi,48ZAM5_3_1342021,Crypto0413_1,48ZAM5,3,3,T1_13421,0413 03,-13.533885,23.514703,13,4,2021,Season 1,30,20,25,20,10,40,4,2,46,Forest,Forest,Forest,Prime Crypotsepalum forest with 6 m dense evergreen understorey. Rosewood logging.
Zambia,Zambezi,48ZAM5_4_1342021,Crypto0413_1,48ZAM5,4,4,T1_13421,0413 04,-13.534308,23.513402,13,4,2021,Season 1,30,20,25,10,10,20,3,2,25,Forest,Forest,Forest,Prime Crypotsepalum forest with 6 m dense evergreen understorey. Rosewood logging.
Zambia,Zambezi,48ZAM5_5_1342021,Crypto0413_1,48ZAM5,5,5,T1_13421,0413 05,-13.534325,23.511558,13,4,2021,Season 1,18,10,15,100,40,28,4,0,32,Forest,Forest,Forest,Crypto-miombo transition woodland
Zambia,Zambezi,48ZAM5_6_1342021,Crypto0413_1,48ZAM5,6,6,T1_13421,0413 06,-13.534788,23.509771,13,4,2021,Season 1,20,0,10,150,60,45,1,0,46,Forest,Forest,Forest,Drainage line with open miombo. Crypto beyond
Zambia,Zambezi,47ZAM5_7_1342021,Crypto0413_2,47ZAM5,1,7,T2_13421,0413 07,-13.534912,23.50795,13,4,2021,Season 1,20,0,12,100,60,40,1,1,42,Forest,Forest,Forest,Open miombo with transition crypto beyond
Zambia,Zambezi,47ZAM5_8_1342021,Crypto0413_2,47ZAM5,2,8,T2_13421,0413 08,-13.534853,23.506095,13,4,2021,Season 1,20,12,15,100,80,30,1,0,31,Forest,Forest,Forest,"Thin miombo-crypto transition, fire-impacted"
Zambia,Zambezi,47ZAM5_9_1342021,Crypto0413_2,47ZAM5,3,9,T2_13421,0413 09,-13.534704,23.504252,13,4,2021,Season 1,20,15,16,50,40,26,6,0,32,Forest,Forest,Forest,Crypto with burnt-out understorey
Zambia,Zambezi,47ZAM5_10_1342021,Crypto0413_2,47ZAM5,4,10,T2_13421,0413 10,-13.534631,23.502367,13,4,2021,Season 1,20,12,15,70,50,60,4,0,64,Forest,Forest,Forest,Crypto with open undergrowth
Zambia,Zambezi,47ZAM5_11_1342021,Crypto0413_2,47ZAM5,5,11,T2_13421,0413 11,-13.535356,23.500726,13,4,2021,Season 1,20,4,15,40,20,35,5,0,40,Forest,Forest,Forest,Open crypto
Zambia,Zambezi,46ZAM5_12_1342021,Crypto0413_2,46ZAM5,6,12,T2_13421,0413 12,-13.535707,23.498911,13,4,2021,Season 1,18,12,15,50,30,60,1,0,61,Forest,Forest,Forest,Dense thin crypto with open understorey
Zambia,Zambezi,49ZAM5_1_1442021,Crypto0414_1,49ZAM5,1,1,T1_14421,0414 01,-13.530516,23.525883,14,4,2021,Season 1,25,0,20,150,75,10,1,1,12,Forest Edge,Forest,Forest,Miombo-crypto transition disturbed by loggers and fire
Zambia,Zambezi,50ZAM5_2_1442021,Crypto0414_1,50ZAM5,2,2,T1_14421,0414 02,-13.530725,23.52775,14,4,2021,Season 1,30,12,20,50,30,20,2,0,22,Forest,Forest,Forest,"Crypto with mixed emergent trees, 5m evergreen understorey"
Zambia,Zambezi,50ZAM5_3_1442021,Crypto0414_1,50ZAM5,3,3,T1_14421,0414 03,-13.5315,23.529436,14,4,2021,Season 1,30,6,20,20,10,20,4,1,25,Forest,Forest,Forest,"Crypto with mixed emergent trees, 5m evergreen understorey. Logging track"
Zambia,Zambezi,50ZAM5_4_1442021,Crypto0414_1,50ZAM5,4,4,T1_14421,0414 04,-13.531499,23.53129,14,4,2021,Season 1,25,15,20,80,50,26,4,2,32,Forest,Forest,Forest,Crypto-miombo transition with open evergreen understorey
Zambia,Zambezi,50ZAM5_5_1442021,Crypto0414_1,50ZAM5,5,5,T1_14421,0414 05,-13.531408,23.533159,14,4,2021,Season 1,30,0,15,150,80,17,1,2,20,Forest,Forest,Forest,Drainage line with grassy open miombo.
Zambia,Zambezi,50ZAM5_6_1442021,Crypto0414_1,50ZAM5,6,6,T1_14421,0414 06,-13.53131,23.535,14,4,2021,Season 1,30,8,20,20,15,20,0,1,21,Forest,Forest,Forest,"Primary Cryptosepalum forest, 5m tall evergreen understorey. End of count (running out of time - thick habitat)"
Zambia,Mayukwayukwa,33MYA21_1_1942021,33MYA21,33MYA21,1,1,T1_19421,0419 01,-14.57064,24.29902,19,4,2021,Season 1,8,0,4,500,200,13,0,0,13,Forest,Forest,Forest,Burnt-out mix of disturbed and low secondary miombo-rosewood woodland
Zambia,Mayukwayukwa,32MYA21_2_1942021,33MYA21,32MYA21,2,2,T1_19421,0419 02,-14.569229,24.300174,19,4,2021,Season 1,12,0,6,300,100,6,3,0,9,Forest,Forest,Forest,Disturbed miombo-rosewood woodland
Zambia,Mayukwayukwa,33MYA21_3_1942021,33MYA21,33MYA21,3,3,T1_19421,0419 03,-14.567985,24.301523,19,4,2021,Season 1,10,0,5,100,75,24,0,0,24,Forest,Forest,Forest,"50% dense thin secondary, 50% low burnt secondary, miombo-rosewood woodland"
Zambia,Mayukwayukwa,33MYA21_4_1942021,33MYA21,33MYA21,4,4,T1_19421,0419 04,-14.566375,24.302404,19,4,2021,Season 1,12,1,6,200,50,30,0,0,30,Forest,Forest,Forest,"50% dense thin secondary, 50% low burnt secondary, miombo-rosewood woodland"
Zambia,Mayukwayukwa,33MYA21_5_1942021,33MYA21,33MYA21,5,5,T1_19421,0419 05,-14.564557,24.302496,19,4,2021,Season 1,8,0,3,200,20,10,0,0,10,Forest,Forest,Forest,miombo-rosewood woodland; secondary growth with high fire impact
Zambia,Mayukwayukwa,33MYA21_6_1942021,33MYA21,33MYA21,6,6,T1_19421,0419 06,-14.562916,24.303261,19,4,2021,Season 1,12,3,8,75,50,20,0,0,20,Forest,Forest,Forest,Disturbed miombo-rosewood woodland.
Zambia,Mayukwayukwa,23MYA15_1_2042021,23MYA15,23MYA15,1,1,T1_20421,0420 01,-14.621543,24.21044,20,4,2021,Season 1,12,0,1,1000,500,2,0,0,2,Agriculture,Agriculture,Agriculture,"50% low secondary growth with scattered tall trees, 50% wet dambo with fields (rice, maize, sugar cane, rape, cabbage, fallow, etc)"
Zambia,Mayukwayukwa,23MYA15_2_2042021,23MYA15,23MYA15,2,2,T1_20421,0420 02,-14.621296,24.212292,20,4,2021,Season 1,20,0,10,500,100,9,5,1,15,Agriculture,Agriculture,Agriculture,"Patch of mature miombo surrounded by 80% secondary growth, 20% fields"
Zambia,Mayukwayukwa,23MYA15_3_2042021,23MYA15,23MYA15,3,3,T1_20421,0420 03,-14.621279,24.214164,20,4,2021,Season 1,12,0,6,1000,100,10,3,1,14,Agriculture,Agriculture,Agriculture,"One side: Strip of semi-intact miombo, with secondary growth beyond. Other side: fallow fields"
Zambia,Mayukwayukwa,23MYA15_4_2042021,23MYA15,23MYA15,4,4,T1_20421,0420 04,-14.620541,24.215832,20,4,2021,Season 1,15,0,4,500,50,6,2,1,9,Agriculture,Agriculture,Agriculture,Young secondary growth with few tall trees
Zambia,Mayukwayukwa,23MYA15_5_2042021,23MYA15,23MYA15,5,5,T1_20421,0420 05,-14.619898,24.217556,20,4,2021,Season 1,4,0,1,1000,200,12,0,0,12,Agriculture,Agriculture,Agriculture,"50% low secondary growth with scattered tall trees, 50% fields (cassava & maize mixed)"
Zambia,Mayukwayukwa,24MYA15_6_2042021,23MYA15,24MYA15,6,6,T1_20421,0420 06,-14.61883,24.219049,20,4,2021,Season 1,15,0,8,500,75,18,5,0,23,Agriculture,Agriculture,Agriculture,"50% disturbed miombo, 50% thin young secondary"
Zambia,Mayukwayukwa,24MYA15_7_2042021,24MYA16,24MYA15,1,7,T2_20421,0420 07,-14.617674,24.220469,20,4,2021,Season 1,15,0,12,150,75,11,4,0,15,Agriculture,Agriculture,Agriculture,Semi-intact miombo. Fresh fields nearby
Zambia,Mayukwayukwa,24MYA15_8_2042021,24MYA16,24MYA15,2,8,T2_20421,0420 08,-14.616261,24.221618,20,4,2021,Season 1,15,0,5,200,50,8,0,0,8,Agriculture,Agriculture,Agriculture,50% semi-intact miombo. 50% fielsd (cassava)
Zambia,Mayukwayukwa,24MYA16_9_2042021,24MYA16,24MYA16,3,9,T2_20421,0420 09,-14.614809,24.222703,20,4,2021,Season 1,20,0,6,200,100,2,2,0,4,Agriculture,Agriculture,Agriculture,50% semi-intact miombo. 50% fielsd (cassava-maize mix)
Zambia,Mayukwayukwa,24MYA16_10_2042021,24MYA16,24MYA16,4,10,T2_20421,0420 10,-14.613349,24.223776,20,4,2021,Season 1,12,0,4,100,30,32,0,0,32,Agriculture,Agriculture,Agriculture,"50% secondary (coppice) with few tall trees, 50% low secondary (former fields)"
Zambia,Mayukwayukwa,24MYA16_11_2042021,24MYA16,24MYA16,5,11,T2_20421,0420 11,-14.612216,24.225225,20,4,2021,Season 1,12,0,6,500,50,23,2,0,25,Agriculture,Agriculture,Agriculture,25% disturbed miombo woodland 75% low coppice growth
Zambia,Mayukwayukwa,24MYA16_12_2042021,24MYA16,24MYA16,6,12,T2_20421,0420 12,-14.611678,24.226991,20,4,2021,Season 1,2,0,0,500,100,0,0,0,0,Agriculture,Agriculture,Agriculture,Sepage grassland on banks of the Luampa River
Zambia,Zambezi,41ZAM8_1_12112021,,41ZAM8,1,1,T1_121121,1112 01,-13.507,23.451,12,11,2021,Season 2,10,0,5,600,200,50,3,0,53,Forest,Forest,Forest, Edge of open Cryptosepalum transition to plain/dambo
Zambia,Zambezi,41ZAM8_2_12112021,,41ZAM8,2,2,T1_121121,1112 02,-13.508,23.450,12,11,2021,Season 2,15,5,10,80,30,60,0,1,61,Forest,Forest,Forest,Interior of open Cryptosepalum;  No signs of recent burning; Signs of selective logging
Zambia,Zambezi,41ZAM8_3_12112021,,41ZAM8,3,3,T1_121121,1112 03,-13.509,23.449,12,11,2021,Season 2,15,10,10,30,20,100,3,0,103,Forest,Forest,Forest, Interior of open Cryptosepalum; No sign of recent burning
Zambia,Zambezi,41ZAM8_4_12112021,,41ZAM8,4,4,T1_121121,1112 04,-13.510,23.447,12,11,2021,Season 2,15,15,15,50,30,80,2,0,82,Forest,Forest,Forest,Interior of open Cryptosepalum
Zambia,Zambezi,40ZAM8_5_12112021,,40ZAM8,5,5,T1_121121,1112 05,-13.510,23.445,12,11,2021,Season 2,15,15,15,50,30,60,2,0,62,Forest Edge,Forest,Forest,Interior of open Cryptosepalum'; Evidence of selective logging
Zambia,Zambezi,40ZAM7_6_12112021,,40ZAM7,6,6,T1_121121,1112 06,-13.511,23.444,12,11,2021,Season 2,15,0,5,200,40,12,1,0,13,Forest Edge,Forest,Forest,No signs of burning this year;Edge of degraded Cryptosepalum transition with secondary growth
Zambia,Zambezi,40ZAM7_7_12112021,,40ZAM7,1,7,T2_121121,1112 07,-13.511,23.442,12,11,2021,Season 2,10,1,3,300,30,7,0,0,7,Forest Edge,Forest Edge,Forest Edge,No signs of recent burning in last year'; Edge of degraded Cryptosepalum transitioning to secondary growth
